Id,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,GarageArea,OverallQual,FullBath,GarageCars,TotRmsAbvGrd,MSZoning,Condition2,Neighborhood,ExterQual,PoolQC,RoofMatl,SalePrice
907,2006,2006,1623.0,1636,1636,865.0,8,2,3.0,8,RL,Norm,Somerst,Gd,RL,CompShg,255000.0
908,1936,1987,1017.0,1020,2057,180.0,7,1,1.0,6,RL,Norm,Crawfor,Gd,RL,CompShg,250000.0
909,1983,1983,864.0,902,902,484.0,5,1,2.0,5,RL,Norm,Mitchel,TA,RL,CompShg,131000.0
910,2005,2005,742.0,742,1484,390.0,6,2,2.0,8,RL,Norm,Gilbert,Gd,RL,CompShg,174000.0
911,1960,1960,1105.0,1105,2274,480.0,5,2,2.0,12,RL,Norm,NAmes,TA,RL,CompShg,154300.0
912,1977,1989,1268.0,1268,1268,252.0,5,1,1.0,5,RL,Norm,CollgCr,TA,RL,CompShg,143500.0
913,1925,1950,768.0,1015,1015,450.0,5,1,1.0,6,RM,Norm,BrkSide,TA,RM,CompShg,88000.0
914,1949,1950,1001.0,1001,2002,871.0,5,2,3.0,8,RH,Norm,Crawfor,TA,RH,CompShg,145000.0
915,2009,2009,612.0,612,1224,528.0,6,2,2.0,4,FV,Norm,Somerst,Gd,FV,CompShg,173733.0
916,1970,1970,546.0,546,1092,286.0,4,1,1.0,6,RM,Norm,MeadowV,TA,RM,CompShg,75000.0
917,1949,1950,480.0,480,480,308.0,2,0,1.0,4,C (all),Norm,IDOTRR,TA,C (all),CompShg,35311.0
918,1956,1956,1134.0,1229,1229,284.0,4,1,1.0,6,RL,Norm,Edwards,TA,RL,CompShg,135000.0
919,1991,1991,1104.0,912,2127,833.0,7,2,3.0,8,RL,Norm,SawyerW,Gd,RL,CompShg,238000.0
920,1958,2002,1184.0,1414,1414,601.0,6,1,2.0,6,RL,Norm,NAmes,Ex,RL,CompShg,176500.0
921,1994,1994,928.0,936,1721,471.0,6,2,2.0,7,RL,Norm,SawyerW,Gd,RL,CompShg,201000.0
922,1900,2003,1272.0,1272,2200,0.0,5,2,0.0,9,RL,Norm,Edwards,TA,RL,CompShg,145900.0
923,2005,2006,1316.0,1316,1316,397.0,6,2,2.0,6,RL,Norm,Gilbert,Gd,RL,CompShg,169990.0
924,1993,1994,1604.0,1617,1617,533.0,6,2,2.0,5,RL,Norm,SawyerW,Gd,RL,CompShg,193000.0
925,1980,1980,1686.0,1686,1686,612.0,6,2,2.0,7,RL,Norm,NWAmes,TA,RL,CompShg,207500.0
926,1977,1977,1126.0,1126,1126,540.0,5,2,2.0,6,RL,Norm,NWAmes,TA,RL,CompShg,175000.0
927,2003,2004,1181.0,1234,2374,656.0,8,2,3.0,10,RL,Norm,NridgHt,Gd,RL,CompShg,285000.0
928,1968,1968,832.0,1098,1978,486.0,7,2,2.0,9,RL,Norm,NWAmes,TA,RL,CompShg,176000.0
929,2001,2001,1753.0,1788,1788,522.0,8,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,236500.0
930,1997,1997,964.0,993,2236,642.0,7,2,2.0,8,RL,Norm,Gilbert,TA,RL,CompShg,222000.0
931,2007,2007,1466.0,1466,1466,610.0,8,2,3.0,7,RL,Norm,Timber,Gd,RL,CompShg,201000.0
932,1965,1965,925.0,925,925,429.0,5,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,117500.0
933,2006,2006,1905.0,1905,1905,788.0,9,2,3.0,8,RL,Norm,Somerst,Ex,RL,CompShg,320000.0
934,2004,2004,1500.0,1500,1500,570.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,190000.0
935,1960,2007,585.0,2069,2069,505.0,7,2,2.0,9,RL,Norm,NAmes,TA,RL,Tar&Grv,242000.0
936,1926,1953,600.0,747,747,528.0,4,1,2.0,5,RL,Norm,BrkSide,TA,RL,CompShg,79900.0
937,2003,2003,1176.0,1200,1200,555.0,7,2,2.0,5,RL,Norm,SawyerW,Gd,RL,CompShg,184900.0
938,2005,2005,1113.0,1113,1971,689.0,7,2,2.0,8,RL,Norm,Somerst,Gd,RL,CompShg,253000.0
939,2006,2006,1391.0,1391,1962,868.0,7,2,3.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,239799.0
940,1940,1950,1032.0,1207,2403,349.0,7,2,1.0,10,RL,Norm,ClearCr,TA,RL,CompShg,244400.0
941,1976,1976,1728.0,1728,1728,574.0,6,2,2.0,8,RL,Norm,Mitchel,TA,RL,CompShg,150900.0
942,1999,1999,992.0,1022,2060,390.0,7,2,2.0,8,RL,Norm,Gilbert,Gd,RL,CompShg,214000.0
943,1977,1977,1440.0,1440,1440,0.0,4,2,0.0,8,RL,Norm,Edwards,TA,RL,CompShg,150000.0
944,1967,1967,1632.0,1632,1632,576.0,5,2,2.0,8,RL,Norm,Mitchel,TA,RL,CompShg,143000.0
945,1958,1958,819.0,1344,1344,525.0,6,1,2.0,7,RL,Norm,Timber,TA,RL,CompShg,137500.0
946,1890,1996,1088.0,1188,1869,456.0,5,1,2.0,7,RM,Norm,OldTown,TA,RM,CompShg,124900.0
947,1959,1959,1144.0,1144,1144,796.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,143000.0
948,2002,2003,1616.0,1629,1629,808.0,8,2,3.0,9,RL,Norm,Timber,Gd,RL,CompShg,270000.0
949,2002,2002,936.0,936,1776,474.0,7,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,192500.0
950,1972,2006,1161.0,1381,1381,676.0,6,1,2.0,5,RL,Norm,NWAmes,TA,RL,CompShg,197500.0
951,1950,2002,864.0,864,864,720.0,5,1,2.0,5,RL,Norm,NAmes,TA,RL,CompShg,129000.0
952,1965,1965,828.0,965,965,300.0,5,1,1.0,6,RH,Norm,SawyerW,TA,RH,CompShg,119900.0
953,1972,2003,768.0,768,768,396.0,5,1,1.0,5,RL,Norm,CollgCr,TA,RL,CompShg,133900.0
954,1969,1969,784.0,1168,1968,530.0,5,2,2.0,7,RL,Norm,Mitchel,TA,RL,CompShg,172000.0
955,1975,1975,945.0,980,980,0.0,6,2,0.0,4,RL,Norm,Edwards,TA,RL,Tar&Grv,127500.0
956,1946,1950,979.0,979,1958,492.0,6,2,2.0,8,RH,Norm,Crawfor,TA,RH,CompShg,145000.0
957,1980,1980,561.0,561,1229,462.0,6,1,2.0,5,RM,Norm,Blueste,TA,RM,CompShg,124000.0
958,1962,1962,1057.0,1057,1057,576.0,5,1,2.0,6,RL,Norm,Sawyer,TA,RL,CompShg,132000.0
959,2003,2003,1337.0,1337,1337,531.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,185000.0
960,1999,1999,696.0,696,1416,484.0,7,2,2.0,6,FV,Norm,Somerst,Gd,FV,CompShg,155000.0
961,1958,2008,858.0,858,858,0.0,5,1,0.0,4,RL,Norm,BrkSide,TA,RL,CompShg,116500.0
962,1977,1995,1330.0,1542,2872,619.0,6,2,2.0,11,RL,Norm,NWAmes,TA,RL,CompShg,272000.0
963,1976,1976,804.0,804,1548,440.0,6,2,2.0,7,RL,Norm,NPkVill,TA,RL,CompShg,155000.0
964,2007,2007,1800.0,1800,1800,702.0,9,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,239000.0
965,2002,2003,817.0,824,1894,510.0,7,2,2.0,8,RL,Norm,Timber,Gd,RL,CompShg,214900.0
966,2005,2007,783.0,783,1484,393.0,6,2,2.0,8,RL,Norm,Gilbert,Gd,RL,CompShg,178900.0
967,1940,1950,728.0,976,1308,256.0,5,1,1.0,7,RL,Norm,Crawfor,Gd,RL,CompShg,160000.0
968,1955,1955,1098.0,1098,1098,260.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,135000.0
969,1910,1950,600.0,600,968,0.0,3,1,0.0,6,RM,Norm,OldTown,TA,RM,CompShg,37900.0
970,1958,1958,588.0,1095,1095,264.0,6,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,140000.0
971,1949,1950,720.0,720,1192,0.0,4,1,0.0,6,RL,Norm,NAmes,TA,RL,CompShg,135000.0
972,2003,2004,764.0,764,1626,474.0,7,2,2.0,6,RL,Norm,NridgHt,Gd,RL,CompShg,173000.0
973,1979,1979,918.0,918,918,264.0,6,2,1.0,5,RL,Norm,SawyerW,TA,RL,CompShg,99500.0
974,2007,2008,1428.0,1428,1428,480.0,7,2,2.0,6,FV,Norm,Somerst,Gd,FV,CompShg,182000.0
975,1910,1993,728.0,1136,2019,532.0,7,1,2.0,8,RL,Feedr,BrkSide,TA,RL,CompShg,167500.0
976,2000,2000,673.0,673,1382,490.0,7,2,2.0,6,FV,Norm,Somerst,Gd,FV,CompShg,165000.0
977,1923,1958,440.0,869,869,0.0,4,1,0.0,4,RL,Norm,BrkSide,TA,RL,CompShg,85500.0
978,2006,2007,1241.0,1241,1241,569.0,7,1,2.0,4,FV,Norm,Somerst,Gd,FV,CompShg,199900.0
979,1954,1954,894.0,894,894,400.0,4,1,2.0,5,RL,Norm,Edwards,TA,RL,CompShg,110000.0
980,1963,1963,1121.0,1121,1121,480.0,5,1,2.0,5,RL,Norm,Sawyer,TA,RL,CompShg,139000.0
981,1961,2007,944.0,999,999,588.0,7,1,2.0,6,RL,Norm,NAmes,Ex,RL,CompShg,178400.0
982,1998,1999,1225.0,1276,2612,676.0,8,2,3.0,8,RL,Norm,NoRidge,Gd,RL,CompShg,336000.0
983,2007,2007,1266.0,1266,1266,388.0,7,2,2.0,6,RL,Norm,Blmngtn,Gd,RL,CompShg,159895.0
984,2002,2002,1128.0,1149,2290,779.0,8,2,2.0,9,RL,Norm,CollgCr,Gd,RL,CompShg,255900.0
985,1977,1977,0.0,1302,1734,539.0,5,2,2.0,8,RL,Norm,Mitchel,TA,RL,CompShg,126000.0
986,1950,1950,1164.0,1164,1164,240.0,5,1,1.0,5,RL,Norm,Edwards,TA,RL,CompShg,125000.0
987,1910,2003,485.0,1001,1635,255.0,6,1,1.0,5,RM,Norm,OldTown,TA,RM,CompShg,117000.0
988,2009,2010,1930.0,1940,1940,606.0,9,2,3.0,8,RL,Norm,NridgHt,Ex,RL,CompShg,395192.0
989,1976,1976,848.0,1118,2030,551.0,6,2,2.0,8,RL,Norm,NWAmes,TA,RL,CompShg,195000.0
990,2006,2006,770.0,778,1576,614.0,7,2,2.0,6,FV,Norm,Somerst,Gd,FV,CompShg,197000.0
991,1997,1998,1396.0,1407,2392,870.0,8,2,3.0,7,RL,Norm,NoRidge,Gd,RL,CompShg,348000.0
992,1882,1986,916.0,916,1742,424.0,8,1,2.0,8,RM,Norm,OldTown,Gd,RM,CompShg,168000.0
993,1964,1993,822.0,1020,1851,440.0,6,2,2.0,7,RL,Norm,NAmes,TA,RL,CompShg,187000.0
994,2005,2006,750.0,750,1500,564.0,6,2,2.0,6,RL,Norm,CollgCr,TA,RL,CompShg,173900.0
995,2006,2007,1700.0,1718,1718,786.0,10,2,3.0,7,RL,Norm,NridgHt,Ex,RL,CompShg,337500.0
996,1946,1950,747.0,774,1230,305.0,4,1,1.0,5,RL,Norm,BrkSide,TA,RL,CompShg,121600.0
997,1961,1961,1050.0,1050,1050,368.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,136500.0
998,1970,1970,1442.0,1442,1442,615.0,6,2,2.0,6,RL,Norm,NWAmes,TA,RL,CompShg,185000.0
999,1922,1950,1007.0,1077,1077,210.0,3,1,1.0,6,RM,Norm,IDOTRR,TA,RM,CompShg,91000.0
1000,2006,2006,1187.0,1208,1208,632.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,206000.0
1001,1952,1952,0.0,944,944,528.0,3,1,2.0,4,RL,Norm,Edwards,TA,RL,Tar&Grv,82000.0
1002,1920,1950,691.0,691,691,216.0,5,1,1.0,4,RL,Norm,OldTown,TA,RL,CompShg,86000.0
1003,2006,2006,1574.0,1574,1574,824.0,8,2,3.0,7,RL,Norm,Somerst,Gd,RL,CompShg,232000.0
1004,1976,1976,1680.0,1680,1680,528.0,5,2,2.0,8,RL,RRAn,NWAmes,TA,RL,CompShg,136905.0
1005,2005,2006,1346.0,1504,1504,457.0,7,2,2.0,7,RL,Norm,Blmngtn,Gd,RL,CompShg,181000.0
1006,1977,1977,985.0,985,985,328.0,5,2,1.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,149900.0
1007,1970,1970,1657.0,1657,1657,484.0,6,2,2.0,7,RL,Norm,NAmes,TA,RL,CompShg,163500.0
1008,1970,1970,546.0,546,1092,286.0,4,1,1.0,6,RM,Norm,MeadowV,TA,RM,CompShg,88000.0
1009,2004,2005,1710.0,1710,1710,550.0,7,2,2.0,7,RL,Norm,Mitchel,Gd,RL,CompShg,240000.0
1010,1926,1950,1008.0,1008,1522,0.0,5,2,0.0,7,RL,Norm,SWISU,TA,RL,CompShg,102000.0
1011,1948,1950,720.0,720,1271,312.0,5,2,1.0,7,RL,Norm,Sawyer,TA,RL,CompShg,135000.0
1012,1965,1965,0.0,1664,1664,0.0,5,2,0.0,8,RL,Norm,Edwards,TA,RL,CompShg,100000.0
1013,1923,1996,602.0,900,1502,180.0,6,1,1.0,7,RL,Norm,Crawfor,TA,RL,CompShg,165000.0
1014,1910,2006,1022.0,1022,1022,280.0,5,1,1.0,4,RM,Norm,OldTown,TA,RM,CompShg,85000.0
1015,1948,1950,1082.0,1082,1082,240.0,6,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,119200.0
1016,2001,2001,810.0,810,1665,528.0,8,2,2.0,6,RL,Norm,NWAmes,Gd,RL,CompShg,227000.0
1017,1996,1996,1504.0,1504,1504,478.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,203000.0
1018,1984,1984,1220.0,1360,1360,565.0,8,1,2.0,4,RL,Norm,StoneBr,Gd,RL,CompShg,187500.0
1019,1991,1992,384.0,802,1472,402.0,7,2,2.0,7,RL,Norm,Gilbert,Gd,RL,CompShg,160000.0
1020,2005,2005,1362.0,1506,1506,440.0,7,2,2.0,6,RL,Norm,Blmngtn,Gd,RL,CompShg,213490.0
1021,2005,2005,1132.0,1132,1132,451.0,4,1,2.0,5,RL,Norm,Edwards,TA,RL,CompShg,176000.0
1022,2006,2006,1199.0,1220,1220,632.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,194000.0
1023,1930,1950,912.0,912,1248,160.0,5,1,1.0,6,RM,Norm,OldTown,TA,RM,CompShg,87000.0
1024,2005,2006,1346.0,1504,1504,437.0,7,2,2.0,7,RL,Norm,Blmngtn,Gd,RL,CompShg,191000.0
1025,1976,1976,1565.0,2898,2898,665.0,8,2,2.0,10,RL,Norm,Timber,Gd,RL,WdShake,287000.0
1026,1972,1972,882.0,882,882,461.0,5,1,2.0,5,RL,Norm,CollgCr,TA,RL,CompShg,112500.0
1027,1960,1960,1268.0,1264,1264,461.0,5,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,167500.0
1028,2007,2008,1638.0,1646,1646,800.0,8,2,3.0,7,RL,Norm,Timber,Gd,RL,CompShg,293077.0
1029,1941,1950,768.0,968,1376,240.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,105000.0
1030,1972,1972,672.0,672,1218,264.0,6,1,1.0,7,RM,Norm,BrDale,TA,RM,CompShg,118000.0
1031,1916,1995,686.0,948,1928,0.0,5,2,0.0,10,RH,Norm,SWISU,TA,RH,CompShg,160000.0
1032,1920,1970,824.0,1687,3082,672.0,7,2,2.0,12,RL,Norm,SWISU,TA,RL,CompShg,197000.0
1033,1993,1993,1338.0,1352,2520,796.0,8,2,3.0,10,RL,Norm,NoRidge,Gd,RL,CompShg,310000.0
1034,2002,2002,1654.0,1654,1654,900.0,7,2,3.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,230000.0
1035,1938,1950,920.0,954,954,240.0,5,1,1.0,5,RL,Norm,Crawfor,TA,RL,CompShg,119750.0
1036,1957,1957,0.0,845,845,290.0,4,1,1.0,5,RL,Norm,Edwards,TA,RL,CompShg,84000.0
1037,2007,2008,1620.0,1620,1620,912.0,9,2,3.0,6,RL,Norm,Timber,Gd,RL,CompShg,315500.0
1038,2001,2002,1055.0,1055,2263,905.0,8,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,287000.0
1039,1970,2008,546.0,798,1344,0.0,4,1,0.0,6,RM,Norm,MeadowV,TA,RM,CompShg,97000.0
1040,1970,1970,630.0,630,630,286.0,4,1,1.0,3,RM,Norm,MeadowV,TA,RM,CompShg,80000.0
1041,1957,2000,1134.0,1803,1803,484.0,5,2,2.0,8,RL,Norm,Sawyer,TA,RL,CompShg,155000.0
1042,1966,2000,800.0,800,1632,484.0,6,1,2.0,7,RL,Norm,NWAmes,TA,RL,CompShg,173000.0
1043,2005,2005,1306.0,1306,1306,624.0,6,2,2.0,5,RL,Norm,NridgHt,Gd,RL,CompShg,196000.0
1044,1990,1990,1475.0,1532,2329,514.0,7,2,2.0,10,RL,Norm,SawyerW,TA,RL,CompShg,262280.0
1045,1981,1981,2524.0,2524,2524,542.0,8,2,2.0,9,RL,Norm,NWAmes,Gd,RL,WdShngl,278000.0
1046,1955,1955,0.0,1733,1733,452.0,3,2,2.0,8,RL,Norm,Edwards,TA,RL,CompShg,139600.0
1047,2005,2006,1992.0,1992,2868,716.0,9,3,3.0,11,RL,Norm,StoneBr,Gd,RL,CompShg,556581.0
1048,1994,1995,990.0,990,990,672.0,5,1,2.0,5,RL,Norm,CollgCr,TA,RL,CompShg,145000.0
1049,1960,2006,0.0,1771,1771,336.0,5,1,2.0,9,RL,Norm,Mitchel,TA,RL,CompShg,115000.0
1050,1946,2006,0.0,930,930,308.0,4,1,1.0,6,RL,Norm,Edwards,TA,RL,CompShg,84900.0
1051,2007,2007,1302.0,1302,1302,436.0,7,2,2.0,6,RL,Norm,Gilbert,Gd,RL,CompShg,176485.0
1052,2007,2007,1316.0,1316,1316,440.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,200141.0
1053,1964,1978,816.0,1127,1977,540.0,6,1,2.0,9,RL,Norm,NAmes,TA,RL,CompShg,165000.0
1054,1957,2002,1216.0,1526,1526,364.0,5,1,1.0,7,RL,Norm,Edwards,TA,RL,CompShg,144500.0
1055,2002,2002,1065.0,1091,1989,586.0,8,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,255000.0
1056,1976,1976,1193.0,1523,1523,478.0,6,2,2.0,7,RL,Norm,NWAmes,TA,RL,CompShg,180000.0
1057,2005,2005,1364.0,1364,1364,484.0,7,2,2.0,6,RL,Norm,NridgHt,Gd,RL,CompShg,185850.0
1058,1994,1994,973.0,979,1850,467.0,7,2,2.0,7,RL,Norm,NoRidge,Gd,RL,CompShg,248000.0
1059,2008,2008,1104.0,1130,2184,836.0,9,2,3.0,10,RL,Norm,NridgHt,Ex,RL,CompShg,335000.0
1060,1932,1950,854.0,1096,1991,432.0,6,1,2.0,7,RL,Norm,Crawfor,TA,RL,CompShg,220000.0
1061,2001,2001,1338.0,1338,1338,582.0,8,2,2.0,6,RL,Norm,StoneBr,Gd,RL,CompShg,213500.0
1062,1935,1950,894.0,894,894,1248.0,3,1,3.0,6,C (all),Norm,IDOTRR,Fa,C (all),CompShg,81000.0
1063,1900,1950,662.0,1422,2337,560.0,5,2,2.0,10,RM,Norm,OldTown,TA,RM,CompShg,90000.0
1064,1925,1980,1103.0,1103,1103,440.0,6,1,2.0,5,RM,Norm,OldTown,TA,RM,CompShg,110500.0
1065,1966,1966,1154.0,1154,1154,480.0,5,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,154000.0
1066,1996,1997,1306.0,1306,2260,533.0,7,2,2.0,7,RL,Norm,ClearCr,Gd,RL,CompShg,328000.0
1067,1993,1994,799.0,799,1571,380.0,6,2,2.0,7,RL,Norm,Gilbert,Gd,RL,CompShg,178000.0
1068,1964,1964,780.0,798,1611,442.0,6,1,2.0,7,RL,Norm,NAmes,TA,RL,CompShg,167900.0
1069,1973,1973,942.0,1291,2521,576.0,6,2,2.0,10,RM,Norm,MeadowV,TA,RM,CompShg,151400.0
1070,1949,2003,845.0,893,893,576.0,5,1,2.0,4,RL,Norm,NAmes,TA,RL,CompShg,135000.0
1071,1956,1956,1048.0,1048,1048,286.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,135000.0
1072,1968,1968,727.0,829,1556,441.0,6,1,2.0,8,RL,Norm,NWAmes,TA,RL,CompShg,154000.0
1073,1948,1950,810.0,1002,1456,280.0,5,1,1.0,7,RL,Norm,Edwards,TA,RL,CompShg,91500.0
1074,1977,1977,690.0,698,1426,440.0,6,1,2.0,6,RL,Norm,Edwards,TA,RL,CompShg,159500.0
1075,2006,2006,1240.0,1240,1240,826.0,7,2,3.0,5,RL,Norm,CollgCr,Gd,RL,CompShg,194000.0
1076,1940,1984,800.0,960,1740,240.0,7,1,1.0,6,RL,Norm,Crawfor,TA,RL,CompShg,219500.0
1077,1936,1989,796.0,1096,1466,566.0,5,2,2.0,7,RL,Norm,OldTown,TA,RL,CompShg,170000.0
1078,1969,1969,1096.0,1096,1096,299.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,138800.0
1079,2004,2004,848.0,848,848,420.0,6,1,2.0,3,RM,Norm,CollgCr,Gd,RM,CompShg,155900.0
1080,1994,1994,990.0,990,990,299.0,5,1,1.0,5,RL,Norm,CollgCr,TA,RL,CompShg,126000.0
1081,1971,2004,1258.0,1258,1258,528.0,6,2,2.0,5,RL,Norm,NWAmes,Gd,RL,CompShg,145000.0
1082,1963,1963,1040.0,1040,1040,308.0,5,1,1.0,5,RL,Norm,Sawyer,TA,RL,CompShg,133000.0
1083,2002,2002,1459.0,1459,1459,527.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,192000.0
1084,1964,1964,1251.0,1251,1251,461.0,6,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,160000.0
1085,1995,1996,691.0,691,1498,409.0,6,2,2.0,6,RL,Norm,Gilbert,TA,RL,CompShg,187500.0
1086,1992,1992,936.0,996,996,564.0,6,1,2.0,5,RL,Norm,SawyerW,TA,RL,CompShg,147000.0
1087,1973,1973,546.0,546,1092,286.0,4,1,1.0,6,RM,Norm,MeadowV,TA,RM,CompShg,83500.0
1088,2005,2006,1082.0,1082,1953,1043.0,8,2,3.0,9,FV,Norm,Somerst,Gd,FV,CompShg,252000.0
1089,2004,2004,970.0,970,1709,380.0,7,2,2.0,7,RM,Norm,Edwards,Gd,RM,CompShg,137500.0
1090,2005,2005,1247.0,1247,1247,550.0,8,1,2.0,4,FV,Norm,Somerst,Gd,FV,CompShg,197000.0
1091,1950,1950,0.0,1040,1040,400.0,3,2,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,92900.0
1092,1999,2000,600.0,624,1252,462.0,7,2,2.0,4,FV,Norm,Somerst,Gd,FV,CompShg,160000.0
1093,1925,1950,1181.0,1390,1694,576.0,6,2,2.0,7,RL,Norm,SWISU,TA,RL,CompShg,136500.0
1094,1965,1998,864.0,1200,1200,884.0,5,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,146000.0
1095,1956,2000,936.0,936,936,308.0,5,1,1.0,4,RL,Norm,NAmes,TA,RL,CompShg,129000.0
1096,2006,2006,1314.0,1314,1314,440.0,6,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,176432.0
1097,1914,2006,684.0,773,1355,0.0,6,1,0.0,7,RM,Norm,IDOTRR,TA,RM,CompShg,127000.0
1098,1986,1986,1074.0,1088,1088,461.0,8,1,2.0,5,RL,Norm,StoneBr,Gd,RL,CompShg,170000.0
1099,1936,1950,672.0,757,1324,240.0,4,1,1.0,6,RM,Norm,BrkSide,TA,RM,CompShg,128000.0
1100,1978,1978,1271.0,1601,1601,478.0,7,2,2.0,7,RL,Norm,NWAmes,TA,RL,CompShg,157000.0
1101,1920,1950,290.0,438,438,246.0,2,1,1.0,3,RL,Norm,SWISU,TA,RL,CompShg,60000.0
1102,1971,1971,950.0,950,950,280.0,5,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,119500.0
1103,1960,2002,1010.0,1134,1134,254.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,135000.0
1104,1959,1959,655.0,1194,1194,539.0,6,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,159500.0
1105,1970,1970,630.0,630,1302,440.0,5,2,2.0,6,RM,Norm,BrDale,TA,RM,CompShg,106000.0
1106,1994,1995,1463.0,1500,2622,712.0,8,2,2.0,9,RL,Norm,NoRidge,Gd,RL,CompShg,325000.0
1107,1990,1991,910.0,1442,1442,719.0,7,2,2.0,6,RL,Norm,SawyerW,Gd,RL,CompShg,179900.0
1108,2006,2006,868.0,887,2021,422.0,7,2,2.0,9,RL,Norm,Gilbert,Gd,RL,CompShg,274725.0
1109,2000,2000,924.0,948,1690,463.0,6,2,2.0,7,RL,Norm,Gilbert,TA,RL,CompShg,181000.0
1110,2004,2005,1836.0,1836,1836,862.0,8,2,3.0,7,RL,Norm,NridgHt,Gd,RL,CompShg,280000.0
1111,1995,1996,773.0,773,1658,431.0,6,2,2.0,8,RL,Norm,Gilbert,TA,RL,CompShg,188000.0
1112,1976,1976,803.0,1098,1964,483.0,7,2,2.0,8,RL,Norm,NWAmes,TA,RL,CompShg,205000.0
1113,1957,1957,816.0,816,816,308.0,5,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,129900.0
1114,1953,2006,1008.0,1008,1008,240.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,134500.0
1115,1954,2000,833.0,833,833,326.0,5,1,1.0,4,RL,Norm,OldTown,TA,RL,CompShg,117000.0
1116,2007,2007,1734.0,1734,1734,928.0,8,2,3.0,7,RL,Norm,NridgHt,Gd,RL,CompShg,318000.0
1117,2002,2002,408.0,779,1419,527.0,8,2,2.0,7,RL,Norm,Gilbert,Gd,RL,CompShg,184100.0
1118,1967,2003,894.0,894,894,450.0,5,1,2.0,5,RL,Norm,Sawyer,TA,RL,CompShg,130000.0
1119,1958,1987,533.0,1021,1601,300.0,5,1,1.0,6,RL,Norm,Sawyer,TA,RL,CompShg,140000.0
1120,1959,1959,1040.0,1040,1040,286.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,133700.0
1121,1920,1950,1012.0,1012,1012,308.0,6,1,1.0,6,RM,Norm,IDOTRR,TA,RM,CompShg,118400.0
1122,2005,2006,1552.0,1552,1552,782.0,7,2,3.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,212900.0
1123,1956,1956,672.0,960,960,288.0,4,1,1.0,5,RL,Norm,Edwards,TA,RL,CompShg,112000.0
1124,1947,2008,698.0,698,698,0.0,5,1,0.0,4,RL,Norm,Edwards,TA,RL,CompShg,118000.0
1125,1992,1992,384.0,812,1482,392.0,7,2,2.0,7,RL,Norm,Gilbert,TA,RL,CompShg,163900.0
1126,1955,1955,1005.0,1005,1005,672.0,4,1,2.0,5,RL,Norm,NAmes,TA,RL,CompShg,115000.0
1127,2007,2007,1373.0,1555,1555,660.0,7,2,3.0,7,RL,Norm,Blmngtn,Gd,RL,CompShg,174000.0
1128,2004,2004,1530.0,1530,1530,630.0,7,2,3.0,7,RL,Norm,Gilbert,Gd,RL,CompShg,259000.0
1129,2004,2005,847.0,847,1959,434.0,7,2,2.0,8,RL,Norm,Gilbert,Gd,RL,CompShg,215000.0
1130,1980,1980,936.0,936,936,672.0,5,1,2.0,4,RM,Norm,OldTown,TA,RM,CompShg,140000.0
1131,1928,1950,1122.0,1328,1981,576.0,4,2,2.0,7,RL,Norm,SWISU,TA,RL,CompShg,135000.0
